step,population,nonrenewableResourceFractionRemaining,serviceOutput,foodPerCapita,industrialOutputPerCapita,indexOfPersistentPollution,lifeExpectancy,crudeBirthRate,crudeDeathRate,arableLand,landYield
1991.0,0.35731214892671853,0.8344084493415104,0.39596683135111155,0.4516282241835245,0.18359180915828732,0.05994591197115251,0.6336983133405563,0.6370883677461078,0.32188590698423897,0.5877442193886839,0.6792898860466312
1992.0,0.3629650265090984,0.8282576866951271,0.39598142753889204,0.4568954726841031,0.18903015952221727,0.06222341659805056,0.6358906844171253,0.6324098988813511,0.3209265784772971,0.5939370030337886,0.6828670196028221
1993.0,0.36863885717166045,0.821875787662031,0.39600139614867325,0.46220506610724776,0.19458716908803345,0.06460461956959364,0.638134330506183,0.6277410224276918,0.31991505388526614,0.600258882233529,0.6862718052170081
1994.0,0.3743324265742604,0.8152571148908919,0.39602541345041625,0.46755778938240644,0.20026303462016837,0.06709341582681526,0.640428700880696,0.623052959089335,0.3188543912706077,0.6067149552664425,0.6894975527969119
1995.0,0.3800441419556075,0.8083959589031363,0.3960524519737622,0.47295462349771755,0.20605813242698182,0.06969330627655469,0.6427734237038438,0.6183289650340602,0.31774728249812556,0.6133100592750114,0.6925379625300093
1996.0,0.3857721499704272,0.8012865401623183,0.3960815758135748,0.47839665015005517,0.21197296057728535,0.07240742650146927,0.6451801270828433,0.6135592896565769,0.3165960166334309,0.6200487753034515,0.6953870238411389
1997.0,0.39151462705095247,0.7939230118231998,0.3963244373813868,0.4838847259094641,0.21800809462645362,0.07523858930507078,0.6477406161799204,0.608739343874373,0.31539259850345464,0.6268293653528144,0.6985322052342852
1998.0,0.3972713331380661,0.7862994660927268,0.39637304565231224,0.4894298548605953,0.22416415134539386,0.07818933442989282,0.650252964699555,0.6038737752051455,0.3140614677506352,0.6337019322696081,0.7012021416484115
1999.0,0.40303844480515394,0.7784096217256522,0.3958868794591834,0.4950230798711869,0.23044299478809638,0.08126198090128038,0.6525485846100876,0.5989560892301319,0.3127743742388534,0.6406402270266952,0.7028138337535699
2000.0,0.40880816146864574,0.7702474420730706,0.3962503242791554,0.5006411590692288,0.23684508912328853,0.08445867889725364,0.6553125859044459,0.5939446810974944,0.31167455015079076,0.6473935283066848,0.7060862563758136
2001.0,0.4145849381586383,0.7618076461725954,0.3965646660146389,0.5063285652763742,0.24336771039097993,0.08778163402575613,0.6580980628531597,0.5888634452122772,0.31018584946315036,0.6540541585537119,0.7093339533163313
2002.0,0.42036645163194336,0.7530835354974659,0.3968126569978183,0.512081782832783,0.2500140062429914,0.09123310858189765,0.6609017654305125,0.5837568566683494,0.308686691061169,0.660648760630547,0.71249178977762
2003.0,0.42616430170897196,0.7440684722613314,0.3969921040846922,0.5178799162727642,0.256786231439757,0.09481551766382075,0.6637219523900917,0.5792652074264947,0.30717061603164686,0.6671972130550244,0.7155527198051078
2004.0,0.43197895014378607,0.7347561029038168,0.39711014969547154,0.5237165506753928,0.2636857185233182,0.09853237366892362,0.6665589333962402,0.574856773301803,0.3056469688481975,0.6737163711772357,0.7185109563512774
2005.0,0.43780596087885554,0.7251401829845296,0.39717491556198736,0.5295920205916453,0.2707131860923225,0.10238850191916286,0.6694154428991783,0.5703104687161993,0.30411899323366876,0.6802209107709092,0.7213572939321335
2006.0,0.44364080051379634,0.7152144907797622,0.3971924051490163,0.5355073175078648,0.2778689463347466,0.10638988616463348,0.672294157623291,0.5656282226847965,0.30258480430744156,0.6867237368027467,0.724081214747687
2007.0,0.44947877260930225,0.7049728156557479,0.3971675449762023,0.5414639689095311,0.2851530167369775,0.11054337848830918,0.6751973841387581,0.5608090297805367,0.30104272038997787,0.693236313076552,0.72667222122915
2008.0,0.45531496173122055,0.6944089507702887,0.39710448576043517,0.5474639937450634,0.2925651927189244,0.11485639644420653,0.6781271876294359,0.5558498360087121,0.2994915077109695,0.6997689243599035,0.7291199576589499
2009.0,0.4611441947180878,0.6835166879039304,0.397006786676163,0.5535098704757178,0.30010509678284586,0.119336662045372,0.681085477621461,0.5507463184421212,0.2979302555431437,0.7063308749675196,0.7314142375646949
2010.0,0.4669610143822689,0.6722898138636382,0.396877550235072,0.5596045120906378,0.30777221127013993,0.12399200070238633,0.6840740736251129,0.545493423060611,0.2963582925026111,0.7129306436120874,0.7335450631425321
2011.0,0.47275966210445075,0.6607221081274312,0.39703710538124676,0.5657512465429664,0.31556589948319097,0.12883020068030238,0.6872604779287858,0.5400857191275872,0.2947751231952034,0.7193895320933318,0.7362822303686792
2012.0,0.47853761924431454,0.6488073414911775,0.3971585264378345,0.5719693819639751,0.32348541856076385,0.13385892582624914,0.6904760791235669,0.5345246807641094,0.2930407552583938,0.7257246498051901,0.7390009974529571
2013.0,0.48432206128340194,0.6365386625654978,0.39714270403478685,0.5782210474647149,0.3315323048280536,0.13908567164301935,0.6936714751789622,0.5301466687370522,0.29127908447879053,0.7319759937877808,0.7415166826595494
2014.0,0.49011786374906663,0.6239097355769897,0.3970054066733349,0.5844902308847995,0.3397071604297249,0.14451775468330372,0.6968483005683939,0.5260487256182956,0.28954224853007743,0.7381694112134196,0.7438370943238499
2015.0,0.49591794064096045,0.6109145955809343,0.39675797116112427,0.5907769751414481,0.34800935664987126,0.1501627757761258,0.7000088110045446,0.5217473753481184,0.28783460807064254,0.7443271608223895,0.7459479720136204
2016.0,0.5017155571386871,0.5975474308638472,0.39640781013619697,0.5963110028198696,0.35643751236355303,0.15602882594946504,0.7031556196069537,0.5172655756042023,0.28615388631193495,0.7504683460629118,0.7478324654601413
2017.0,0.5074733674662282,0.5838296393961052,0.39576431512971233,0.5983021242355013,0.3648918475442042,0.16212443563647244,0.7060660083867989,0.5114357517985578,0.284515062096581,0.7565996314922757,0.7490670368084029
2018.0,0.5130482283958643,0.5698836883252598,0.39416926092261034,0.600299225301453,0.37292343863980654,0.168458437302848,0.7079458715426672,0.5004880028925649,0.28316492794239695,0.7626618011696705,0.7482485334755207
2019.0,0.5184667285816805,0.5557128110307779,0.3928345697863385,0.6021527862567188,0.3805878277095483,0.17503981959284298,0.709967534089735,0.4917060150579119,0.28268584511801825,0.768535153278683,0.7478315395397029
2020.0,0.5237556273749921,0.5413249989585734,0.39136359590828507,0.603810944009026,0.38791461921149206,0.18187718749132725,0.7118821653440517,0.4840559067413978,0.28209535426699184,0.7742630117264767,0.7470635360457465
2021.0,0.5289222237311912,0.5267296234071001,0.3897312233635782,0.6052283847318759,0.39492431000226774,0.1889763951819405,0.7136562116013189,0.476973877103037,0.28161069800452354,0.7798633134554378,0.7458911410066202
2022.0,0.5339639107481751,0.5119377914105958,0.38793904910075516,0.6063779502147553,0.4016277624211277,0.19633905393867862,0.7152727467576592,0.4701043134877809,0.2812643220389358,0.7853491624920562,0.7443026083325003
2023.0,0.5389314924572132,0.4969619958072002,0.3859503090098294,0.6061520537283296,0.40802874623836766,0.2039629493991732,0.7166978053747344,0.465391534476627,0.28104225155056206,0.7907308349945082,0.7422893069909979
2024.0,0.5437889073864436,0.48185539913055714,0.3836204640139129,0.6014739911206903,0.4139853504007967,0.21184265247040582,0.7176659256146307,0.4596609399408298,0.28101018545684286,0.7960065123558041,0.7395242395088981
2025.0,0.5483964631355744,0.46679071748522005,0.3804980559507594,0.5963907343161554,0.4191989776396959,0.21997009350455252,0.7174184420541194,0.4494821634312426,0.2814447649846504,0.8011349413114144,0.7349847655821748
2026.0,0.5528106077428927,0.45179352670016576,0.3772083918512311,0.5907334155179362,0.4237972297879907,0.22833504115468764,0.7169220015339918,0.4425916702197478,0.2828934102554156,0.8060263293700591,0.7300379035465565
2027.0,0.5570418625020152,0.4368945405604081,0.3736708473059183,0.5845213456281286,0.4277705110809241,0.23692486225218803,0.7160933917811462,0.4364766269880684,0.2845578918281216,0.8106768984063127,0.7245463576758209
2028.0,0.5610910703257849,0.42212374324757573,0.3696363697283068,0.5777835296409286,0.4311122672784049,0.24572188749958515,0.7147864220515003,0.4308428617827326,0.2865095070772736,0.8151097624264732,0.7180073375454996
2029.0,0.5649509623134135,0.40751021212586835,0.3652051900534216,0.570546970797792,0.4338187721828116,0.2547015047211525,0.7130511404417892,0.42551682062128504,0.2888716161659187,0.8193441926332843,0.7105886026999936
2030.0,0.5686126045264162,0.3930823317693764,0.36041510130296733,0.553030555364301,0.4358880507455751,0.2638320406848384,0.710904705982496,0.42039254851330143,0.2916003907646222,0.8233968777672263,0.7023396226856679
2031.0,0.5717737240773595,0.37925814316176976,0.35387126102595895,0.52544370371502,0.43638205875137054,0.2730754610545073,0.7059719537120398,0.40540281965613906,0.29483042299540896,0.8272225058427741,0.6902144851063605
2032.0,0.5741584398122239,0.3664612415598541,0.3454796185698081,0.49926755327943123,0.4344378900008214,0.28238832249411444,0.6982170616420034,0.3836468505963214,0.30057863912339405,0.8307006510686582,0.6738241272256719
2033.0,0.5758854182309486,0.35466301553236523,0.3367222211196452,0.474395842930848,0.4303668311515065,0.29172284356872313,0.6903076644765425,0.3686719934069126,0.3086955340608866,0.8336848125255008,0.6563611895237015
2034.0,0.5770692068270393,0.3438319301659631,0.32767281513511026,0.4508135978543458,0.4244566250524117,0.3010218982279452,0.682249483763904,0.3579396638728871,0.3169120511676564,0.8362542775743945,0.63806788174936
2035.0,0.5778062879584756,0.3339311815704269,0.3180999086677384,0.42851644907745656,0.4169797611103524,0.3102088407965891,0.6739025863558286,0.3507285642995594,0.32521547637383175,0.8385288535620123,0.6185356286462216
2036.0,0.5781975549607972,0.3249196272030875,0.30801216847388047,0.40747624995141424,0.4081925280839552,0.3191829494123181,0.665123352143205,0.34723851703108044,0.33370449223403315,0.8405279896576415,0.5979004342013146
2037.0,0.5782744851242664,0.31675354799466776,0.2976498356811409,0.3877021143332385,0.39833275981326555,0.32782161913984675,0.6561434361319423,0.34518182659592705,0.34252114674757633,0.8422513178070937,0.5766800166639691
